#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Sprint,Description
1623,TYPO3.TYPO3CR,Bug,"",Resolved,Must have,"Searching for ""identifier"" is possible even though no property ""identifier"" exists",Robert Lemke,Karsten Dambekalns,2011-05-05 11:14,Index/Search,"",2008-10-01,"","",100,2008-10-01 11:06,"","",1813400,"","","Consider this query:

<pre>
		$nodes =  $query->matching($query->equals('identifier', $id))->execute();
</pre>

This will even work if no property ""identifier"" has been defined in the domain model because the CR used the field name ""identifier"" internally.

Then again searching for the identifier ""id"" (the name of the property annotated as @identifier) won't return any results because Lucene tokenizes the UUID.

1. Hide the internal identifier
2. Make sure that the QM recognizes the identifier property and then searches in the CR identifier field (jcr:uuid) instead of the domain model's property"
1620,TYPO3.TYPO3CR,Bug,"",Resolved,Must have,Reference array keys are discarded during persistence without a warning,Robert Lemke,Karsten Dambekalns,2011-05-05 11:14,FLOW3 Persistence,"",2008-10-01,"","",100,2008-10-01 08:07,"","",1813450,"","",@reference properties of type array (ie. references to other objects) are persisted - but only the values. The keys of this array are discarded.  Either implement support for persisting these keys as well (would be very cool) or at least throw a warning in the meantime if the array keys are something else than integers.
1486,TYPO3.TYPO3CR,Bug,"",Resolved,Should have,Keys in current schema too long for MySQL,Matthias Hörmann,Matthias Hörmann,2011-05-05 11:14,"","",2008-09-09,"","",100,2008-09-09 05:49,"","",1811750,"","","MySQL only supports key lengths of up to 1000 bytes (MyISAM) or 767 bytes (InnoDB).

This means any key using more than one VARCHAR(255) UTF-8 encoded column won't work in MySQL.

There is a syntax to limit the part of a text/blob column used in a key to the first n characters
but it might not be wise to limit it too much with namespace URIs
(as a lot of those probably have similar prefixes if they are published by the same organization).

This problem affects both primary and unique keys."
1484,TYPO3.TYPO3CR,Bug,"",Resolved,Should have,Namespace columns are used to store URIs now but are only VARCHAR(255),Matthias Hörmann,Matthias Hörmann,2011-05-05 11:14,"","",2008-09-09,"","",100,2008-09-09 05:43,"","",1811800,"","",...but URIs can be up to 2048 characters according to most sources
1481,TYPO3.TYPO3CR,Task,"",Resolved,Must have,Implement referential integrity for reference properties,Matthias Hörmann,Karsten Dambekalns,2011-05-05 11:14,Property handling,"",2008-09-09,"","",100,2008-09-09 04:24,"","",8300,"","","Removing a node should not be possible when there are still references to that node.

Creating a reference property to a non-existant node should not be possible.

How would this interact with the persistence layer above the repository layer?

Might lead to problems if it tries to do operations in the wrong order."
1334,TYPO3.TYPO3CR,Bug,"",Resolved,Must have,Every node added to Lucene index twice?,Karsten Dambekalns,Karsten Dambekalns,2011-05-05 11:14,Index/Search,"",2008-08-25,"","",100,2008-08-25 07:49,"","",1811850,"","","From looking at the Lucene index contents, it seems every node is added twice. Check and resolve."
1291,TYPO3.TYPO3CR,Feature,"",Resolved,Should have,Make it possible to suggest an identifier for a new node,Karsten Dambekalns,Karsten Dambekalns,2011-05-05 11:14,Node handling,"","","","",100,2008-08-18 08:47,"","",1811900,"","","To make the gap between a DDD domain object eventually having it's own UUID already and the CR persisting that object as a node, it should be possible to suggest an identifier to the CR when creating a node.

* check what the spec says
* think about a clean & lean way of doing this
* implement :)"
1286,TYPO3.TYPO3CR,Task,"",Resolved,Should have,Look into searching using Lucene,Karsten Dambekalns,Karsten Dambekalns,2011-05-05 11:14,Query handling,"",2008-08-17,"","",100,2008-08-15 03:08,"","",7050,"","",The current approach of directly building a SQL search query is already at it's edges (when looking at multi-value properties). Rather look into using an existing solution like Zend_Search_Lucene.
1285,TYPO3.TYPO3CR,Feature,"",Resolved,Should have,Implement Node.getReferences(),Karsten Dambekalns,Matthias Hörmann,2011-05-05 11:14,Node handling,"",2008-08-15,"","",0,2008-08-15 03:04,"","",1811950,"","",This should be an easy one given the requirements are fulfilled (#1283) but could come in extremely handy for users.
1284,TYPO3.TYPO3CR,Bug,"",Resolved,Must have,Single-value properties are stored in the database serialized,Karsten Dambekalns,Matthias Hörmann,2011-05-05 11:14,Storage Backend,"",2008-08-15,"","",100,2008-08-15 02:55,"","",1812000,"","",The serialized storage of property values (due to this being the only way to store various types in a character field) in the database must go away.
1283,TYPO3.TYPO3CR,Task,"",Resolved,Must have,Make sure properties store their type in the database,Karsten Dambekalns,Matthias Hörmann,2011-05-05 11:14,Storage Backend,"",2008-08-15,"","",100,2008-08-15 02:53,"","",7000,"","","Properties should store their type in the database, to ease search and make less implicit assumptions possible..."
656,TYPO3.TYPO3CR,Task,"",Closed,Must have,Implement session-awareness for StorageAccess_PDO,Karsten Dambekalns,"",2011-05-05 11:14,"","","","",0.00,0,2008-05-27 07:00,"","",2650,0.00,"",All methods dealing with raw node access should take the session of the node into account (to support transient storage).
473,TYPO3.TYPO3CR,Bug,"",Resolved,Should have,PDO Initialisierung: F3_TYPO3CR_StorageAccess_PDO,Christoph Blömer,Karsten Dambekalns,2011-05-05 11:14,"","",2008-04-20,"","",100,2008-04-20 13:48,"","",1812050,"","","You have to change this:
$this->databaseHandle = new PDO($dsn, $username = NULL, $password = NULL);

to:
$this->databaseHandle = new PDO($dsn, $username, $password);

in the constructor.

Otherwise you can't set the username and password in the Components.php

"
354,TYPO3.TYPO3CR,Bug,"",Resolved,Must have,setProperty() on a Node discards type parameter,Karsten Dambekalns,Matthias Hörmann,2011-05-05 11:14,Property handling,"",2008-02-22,"","",100,2008-02-22 12:45,"","",1813500,"","",When setting a property on a Node the type parameter is ignored completely!
353,TYPO3.TYPO3CR,Bug,"",Resolved,Should have,Type conversion in ValueFactory::createValue() as described in API documentation is missing,Karsten Dambekalns,Karsten Dambekalns,2011-05-05 11:14,"","",2008-02-21,"","",100,2008-02-21 07:47,"","",1812100,"","",@ValueFactory::createValue()@ is supposed to do type conversion if requested (and possible). Code for this is missing currently.
317,TYPO3.TYPO3CR,Feature,"",Resolved,Should have,Make RangeIterator use array pointer functions,Karsten Dambekalns,Karsten Dambekalns,2011-05-05 11:14,"","",2008-02-18,"",1.00,100,2008-02-18 09:13,"","",1812150,"","","RangeIterator should use PHP's native array pointer functions if possible, as this could be faster and would eliminate the need to have a continous numerically indexed array containing the iterators elements. This again would allow to remove the array_values() call in the constructor, which could become a real memory-hog if used with a lot of data."
312,TYPO3.TYPO3CR,Bug,"",Resolved,Won't have this time,TYPO3CR_Session throws InvalidArgumentException in unit tests,Robert Lemke,Karsten Dambekalns,2011-05-05 11:14,"","",2008-02-14,"","",100,2008-02-14 11:32,"","",1812200,"","",See attached PDF file.
93,TYPO3.TYPO3CR,Bug,"",Resolved,Should have,Complete StorageAccess interface,Karsten Dambekalns,Karsten Dambekalns,2011-05-05 11:14,"","","","","",100,2008-01-17 20:01,"","",1812250,"","",The interface misses methods that are actually present in the PDO implementation for it and thus mock objects cannot be created automatically.
92,TYPO3.TYPO3CR,Task,"",Closed,Must have,Implement workspace-awareness for StorageAccess_PDO,Karsten Dambekalns,"",2011-05-05 11:14,"","","","","",0,2008-01-17 20:00,"","",50,"","",All methods dealing with raw node access must take the workspace of the node into account.
82,TYPO3.TYPO3CR,Bug,"",Resolved,Must have,TYPO3CR_BaseTest uses global variables,Robert Lemke,Karsten Dambekalns,2011-05-05 11:14,"","","","","",100,2007-12-19 12:38,"","",1812300,"","","In order to save memory / improve performance (I assume), the TYPO3CR_BaseTest stores the Repository and Session instance into a global variable. That's bad and needs a different solution.

In general it might be that the tests could be implemented in a way which doesn't really need a repository etc. but rather a mock repository. That's very likely, especially if true unit testing is done.

Please also read Jimmy Nilssons remarks about testing repositories, that might help a little."
50,TYPO3.TYPO3CR,Feature,"",Closed,Should have,Documentation: watch that no mismatching .jar files are on java classpath,pnie -,"",2011-05-05 11:14,"","","","","",0,2007-04-26 13:27,"","",1812350,"","","The php-java-bridge (pjb) used the java classpath (in my case '/usr/share/java/ext/') first when initialising any of the java classes.

If any of the needed java classes reside there (for example derby* or jackrabbit*) and are not in the correct and required version TYPO3/Unit Tests of 5.0 might fail.

A note that the java libraries must not be available in the java environment in any wrong version should be added in the installation guide/docs."
48,TYPO3.TYPO3CR,Feature,"",Closed,Should have,ValueStreamRegistry is a Singleton outside the IoC container,Robert Lemke,Karsten Dambekalns,2011-05-05 11:14,"","","","","",0,2007-04-04 11:06,"","",1812400,"","","In source:/Packages/phpCRJackrabbit/Classes/T3P_phpCRJackrabbit_ValueStream.php#138 there are some static calls to ValueStreamRegistry::getInstance(). These calls probably should go to some class like T3P_PHPCRJackrabbit_ValueStreamRegistry.

Furthermore, it's not such a good solution to implement the Singleton registry (I suppose it is one) on your own, better use the Component Manager for that.

Solution: Create a constructor which injects the ValueStreamRegistry and configure that registry as scope=singleton in the Components.conf."
39,TYPO3.TYPO3CR,Bug,"",Closed,Should have,No access control on raw repository,Karsten Dambekalns,Karsten Dambekalns,2011-05-05 11:14,"","","","","",0,2007-03-05 11:25,"","",1812450,"","","The unit test in [source:Packages/phpCRJackrabbit/Tests/T3P_phpCRJackrabbit_CheckPermissionTest.php T3P_phpCRJackrabbit_CheckPermissionTest.php] always fails. Reason is missing resp. wrong access control for the Jackrabbit setup. The (sparse) Jackrabbit documentation says:

----
The default Repository.login() method starts a repository session using the default workspace and no user credentials. Jackrabbit tries to use the Java Authentication and Authorization Service (JAAS) configuration in such cases, but defaults to the anonymous user if a JAAS Subject is not found.

...

As discussed in the First Hop example, the default Repository.login() method returns an anonymous read-only session in the Jackrabbit default configuration. To be able to store and remove content we need to create a session with write access, and to do that we need to pass some credentials to the Repository.login(Credentials credentials) method.

The default Jackrabbit login mechanism accepts any username and password as valid credentials and returns a session with full write access. Thus we only need to construct and use a !SimpleCredentials instance with some dummy username and password, in this case ""username"" and ""password"". 
----

So the read-only session should be fetched without calling login() at all... or we define a different login manager for Jackrabbit and use that to verify user credentials."
38,TYPO3.TYPO3CR,Bug,"",Closed,Should have,Undefined constants and non-initialized properties,Robert Lemke,Karsten Dambekalns,2011-05-05 11:14,"","","","","",0,2007-03-05 09:07,"","",1812500,"","","As of changeset:166 there are a lot of constants and uninitialized property warnings in the phpCRJackrabbit tests. This ticket does not ask for fixing the other (fatal-) errors, it's just about the constants and properties."
33,TYPO3.TYPO3CR,Feature,"",Closed,Should have,Restructure unit tests,Robert Lemke,Karsten Dambekalns,2011-05-05 11:14,"","","","","",0,2007-02-28 12:32,"","",1812550,"","","Move the unit tests which are currently in the phpCRJackrabbit package into the phpCR package. They will than act more as integration tests than as true unit tests and make it possible to test different implementations of the phpCR (Jackrabbit, TYPO3 CR, ...). 

The tests must be triggered by the phpCRJackrabbit and the TYPO3CR packages respectively, therefore the phpCR tests must somehow be configured to work with either one's Repository implementation. How that is done is still up for discussion."
31,TYPO3.TYPO3CR,Feature,"",Closed,Should have,Define an exception hierarchy,Robert Lemke,Robert Lemke,2011-05-05 11:14,"","","","","",0,2007-02-28 12:16,"","",1812600,"","",Create a concept for an exception hierarchy
26,TYPO3.TYPO3CR,Bug,"",Closed,Should have,getSession() in T3P_phpCRJackrabbit_Workspace is broken,Karsten Dambekalns,Ronny Unger,2011-05-05 11:14,"","","","","",0,2007-02-21 17:24,"","",1812650,"","","The internal reference to the session object has been removed to solve the memory problems, but the method getSession() is to return that reference!

I changed the code for now, so it throws an exception, but of course this need to be fixed correctly. Just removing the method is not an option, as it is required by JSR-170."
24,TYPO3.TYPO3CR,Bug,"",Closed,Should have,Fix documentation in T3P_T3Lib_HashSet,Robert Lemke,Sebastian Kurfuerst,2011-05-05 11:14,"","","","","",0,2007-02-21 04:44,"","",1812700,"","","A bit of nitpicking here: 

Some of the phpDoc comments are lacking spaces:

<pre>
	/**
	* @var array Holds stored objects
	*/
</pre>

should be

<pre>
	/**
	 * @var array Holds stored objects
	 */
</pre>

* For classes please don't add an author name to the class documentation but do that for every single method. (See also http://5-0.dev.typo3.org/guide/bk01pt01ch02.html#id2543166)
 *Also check that all methods have parameters and return values documented (if the method doesn't return anything, write @return void). 
* Always add a description for parameter documentation.
* Only use one line for parameter or return value documentation, no matter how long it gets
* Please use _protected_ instead of _private_ unless you really want to disallow subclasses to access the properties
* Make sure not to forget the public / protected / private keyword for functions
* Don't start the file with an empty line
* Make sure that the Id is expanded by your SVN client (see http://5-0.dev.typo3.org/guide/bk01pt01ch02.html)
* A constructor must always be called ""+construct""

"
