#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,Spent time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Description
41654,Base Distribution,Task,"",Resolved,Must have,Symlinks in ZIP install package causes setup to fail,Jochen Weiland,Karsten Dambekalns,2012-10-23 05:26,Setup,"",2012-10-07,"","",0.00,100,2012-10-07 12:45,"","",838700,"","When unzipping the file TYPO-Neos-1.0-alpha1, a number of symlinks with nonexistent targets are created in the Web/_Resources/Static/Packages folder:

    linking: TYPO3-Neos-1.0-alpha1/Web/_Resources/Static/Packages/TYPO3.Aloha  -> /Volumes/data/htdocs/neos-build/Packages/Application/TYPO3.Aloha/Resources/Public 
    linking: TYPO3-Neos-1.0-alpha1/Web/_Resources/Static/Packages/TYPO3.ExtJS  -> /Volumes/data/htdocs/neos-build/Packages/Application/TYPO3.ExtJS/Resources/Public 
    linking: TYPO3-Neos-1.0-alpha1/Web/_Resources/Static/Packages/TYPO3.Flow  -> /Volumes/data/htdocs/neos-build/Packages/Framework/TYPO3.Flow/Resources/Public 
    linking: TYPO3-Neos-1.0-alpha1/Web/_Resources/Static/Packages/TYPO3.Fluid  -> /Volumes/data/htdocs/neos-build/Packages/Framework/TYPO3.Fluid/Resources/Public 
    linking: TYPO3-Neos-1.0-alpha1/Web/_Resources/Static/Packages/TYPO3.PhoenixDemoTypo3Org  -> /Volumes/data/htdocs/neos-build/Packages/Sites/TYPO3.PhoenixDemoTypo3Org/Resources/Public 
    linking: TYPO3-Neos-1.0-alpha1/Web/_Resources/Static/Packages/TYPO3.Setup  -> /Volumes/data/htdocs/neos-build/Packages/Application/TYPO3.Setup/Resources/Public 
    linking: TYPO3-Neos-1.0-alpha1/Web/_Resources/Static/Packages/TYPO3.TYPO3  -> /Volumes/data/htdocs/neos-build/Packages/Application/TYPO3.TYPO3/Resources/Public 
    linking: TYPO3-Neos-1.0-alpha1/Web/_Resources/Static/Packages/Twitter.Bootstrap  -> /Volumes/data/htdocs/neos-build/Packages/Application/Twitter.Bootstrap/Resources/Public 
(...)
finishing deferred symbolic links:
  TYPO3-Neos-1.0-alpha1/Web/_Resources/Static/Packages/TYPO3.Aloha -> /Volumes/data/htdocs/neos-build/Packages/Application/TYPO3.Aloha/Resources/Public
  TYPO3-Neos-1.0-alpha1/Web/_Resources/Static/Packages/TYPO3.ExtJS -> /Volumes/data/htdocs/neos-build/Packages/Application/TYPO3.ExtJS/Resources/Public
  TYPO3-Neos-1.0-alpha1/Web/_Resources/Static/Packages/TYPO3.Flow -> /Volumes/data/htdocs/neos-build/Packages/Framework/TYPO3.Flow/Resources/Public
  TYPO3-Neos-1.0-alpha1/Web/_Resources/Static/Packages/TYPO3.Fluid -> /Volumes/data/htdocs/neos-build/Packages/Framework/TYPO3.Fluid/Resources/Public
  TYPO3-Neos-1.0-alpha1/Web/_Resources/Static/Packages/TYPO3.PhoenixDemoTypo3Org -> /Volumes/data/htdocs/neos-build/Packages/Sites/TYPO3.PhoenixDemoTypo3Org/Resources/Public
  TYPO3-Neos-1.0-alpha1/Web/_Resources/Static/Packages/TYPO3.Setup -> /Volumes/data/htdocs/neos-build/Packages/Application/TYPO3.Setup/Resources/Public
  TYPO3-Neos-1.0-alpha1/Web/_Resources/Static/Packages/TYPO3.TYPO3 -> /Volumes/data/htdocs/neos-build/Packages/Application/TYPO3.TYPO3/Resources/Public
  TYPO3-Neos-1.0-alpha1/Web/_Resources/Static/Packages/Twitter.Bootstrap -> /Volumes/data/htdocs/neos-build/Packages/Application/Twitter.Bootstrap/Resources/Public

The setup program tries to create the folders, e.g. TYPO3.Aloha in the Packages folder. Since the symlink already exists, the creating of the folder fails with a fatal error: 

Uncaught Exception
  Could not create directory
  ""/.../TYPO3-Neos-1.0-alpha1/Web/_Resources/Static/Packages/TYPO3.Aloha/Aloha""!

Temporary solution: 
Delete the symlinks in the Web/_Resources/Static/Packages folder after unzipping."
41655,Base Distribution,Task,"",Resolved,Must have,Fatal error after completing setup when viewing FE or logging into BE,Jochen Weiland,"",2013-05-11 13:08,Setup,"",2012-10-07,"","",0.00,0,2012-10-07 12:50,"","",838750,"","After installing Neos there is a fatal error message when either trying to view the FE or after logging into the BE:

Fatal error: require() [function.require]: Failed opening required '/.../TYPO3-Neos-1.0-alpha1/Data/Temporary/Production/Doctrine/Proxies/__CG__TYPO3TYPO3CRDomainModelNode.php' (include_path='.:/usr/local/lib/php') in /.../TYPO3-Neos-1.0-alpha1/Packages/Vendor/doctrine/orm/lib/Doctrine/ORM/Proxy/ProxyFactory.php on line 93

The directory TYPO3-Neos-1.0-alpha1/Data/Temporary/Production/Doctrine/Proxies/ is empty."
41668,Base Distribution,Task,"Story #41103: As everybody, I want the new product name to be used inside Phoenix",Resolved,Should have,Update code,Sebastian Kurfuerst,Karsten Dambekalns,2012-11-06 06:35,"","","","","",0.00,100,2012-10-08 03:20,"","",839350,"",""
41669,Base Distribution,Story,"",New,Should have,"As team member, I want updated deployment working",Sebastian Kurfuerst,"",2013-01-29 10:56,"",Sprint February 2013,"","","",0.00,38,2012-10-08 03:22,"","",1760600,0.00,""
41670,Base Distribution,Story,"",New,Should have,"as anybody, I want an updated flow and neos website",Sebastian Kurfuerst,"",2013-01-29 08:18,"","","","","",0.00,13,2012-10-08 03:22,"","",1760200,0.00,""
41671,Base Distribution,Story,"",New,Should have,"as developer, I want to make sure that jquery and ember is cleanly encapsulated and does not interfere with site JS",Sebastian Kurfuerst,"",2013-01-29 08:18,"","","","","",0.00,0,2012-10-08 03:23,"","",1761450,0.00,""
41672,Base Distribution,Story,"",New,Should have,"as developer, I want to make sure that CSS is cleanly encapsulated (i.e. site CSS does not change the UI css)",Sebastian Kurfuerst,"",2013-01-29 08:18,"","","","","",0.00,50,2012-10-08 03:23,"","",1761000,0.00,""
41673,Base Distribution,Task,"Story #41670: as anybody, I want an updated flow and neos website",New,Should have,"add guide ""tuning Flow Performance""",Sebastian Kurfuerst,"",2012-10-08 03:24,"","","","","",0.00,0,2012-10-08 03:24,"","",839400,"",""
41674,Base Distribution,Task,"Story #41670: as anybody, I want an updated flow and neos website",New,Should have,"add guide ""profile and debug Flow applications"" -> maybe ask othres to write that",Sebastian Kurfuerst,"",2012-10-08 03:24,"","","","","",0.00,0,2012-10-08 03:24,"","",839450,"",""
41675,Base Distribution,Task,"Story #41669: As team member, I want updated deployment working",Resolved,Should have,make sure Surf works both with ./flow3 and ./flow,Sebastian Kurfuerst,"",2013-01-29 08:48,"",Sprint February 2013,"","","",0.00,0,2012-10-08 03:25,"","",839500,"",""
41676,Base Distribution,Task,"Story #41669: As team member, I want updated deployment working",Resolved,Should have,fix documentation rendering on neos website,Sebastian Kurfuerst,Sebastian Kurfuerst,2012-10-09 13:08,"",Sprint February 2013,"","",0.00,0.00,0,2012-10-08 03:25,"","",839550,0.00,""
41677,Base Distribution,Task,"Story #41669: As team member, I want updated deployment working",Resolved,Should have,update flow3 website to use Flow packages (FLOW3 -> Flow conversion of packages),Sebastian Kurfuerst,Sebastian Kurfuerst,2012-10-09 08:53,"",Sprint February 2013,"","",0.00,0.00,0,2012-10-08 03:26,"","",839600,0.00,""
41678,Base Distribution,Task,"Story #41669: As team member, I want updated deployment working",Resolved,Should have,make sure all Jenkins tasks run green again,Sebastian Kurfuerst,Karsten Dambekalns,2012-10-09 08:53,"",Sprint February 2013,"","",0.00,0.00,0,2012-10-08 03:26,"","",839650,0.00,""
41679,Base Distribution,Story,"",New,Should have,"As developer, I want to use packagist.org for all packages",Sebastian Kurfuerst,"",2013-01-29 08:18,"","","","","",0.00,20,2012-10-08 03:27,"","",1761400,0.00,""
41680,Base Distribution,Task,"Story #41679: As developer, I want to use packagist.org for all packages",New,Should have,"push all packages to packagist, with post-change hook",Sebastian Kurfuerst,"",2012-10-08 03:28,"","","","","",0.00,0,2012-10-08 03:28,"","",839700,"",""
41681,Base Distribution,Task,"Story #41679: As developer, I want to use packagist.org for all packages",Resolved,Should have,provide documentation on how to update from FLOW3 1.1 to Flow 2.0,Sebastian Kurfuerst,Karsten Dambekalns,2012-12-17 12:11,"","","","","",0.00,100,2012-10-08 03:28,"","",839750,"",""
41682,Base Distribution,Task,"Story #41679: As developer, I want to use packagist.org for all packages",Accepted,Should have,"create a package for flow.typo3.org website listing only typo3-flow-* composer packages (""mini-TER"")",Sebastian Kurfuerst,Marc Neuhaus,2012-10-11 05:30,"","","","","",0.00,0,2012-10-08 03:28,"","",839800,"",""
41683,Base Distribution,Task,"Story #41670: as anybody, I want an updated flow and neos website",Resolved,Should have,replace FLOW3 -> Flow on website,Sebastian Kurfuerst,Christian Müller,2012-10-17 13:33,"","","","","",0.00,100,2012-10-08 03:29,"","",839850,"",""
41684,Base Distribution,Task,"Story #41669: As team member, I want updated deployment working",Resolved,Should have,disable sites.xml import on Neos website (production and integration server),Sebastian Kurfuerst,"",2012-10-11 10:48,"",Sprint February 2013,"","",0.00,0.00,0,2012-10-08 03:29,"","",839900,0.00,""
41685,Base Distribution,Task,"Story #41669: As team member, I want updated deployment working",Resolved,Should have,make regular sites.xml backup and commit this to some git repo,Sebastian Kurfuerst,Karsten Dambekalns,2012-10-10 04:57,"",Sprint February 2013,"","","",0.00,100,2012-10-08 03:29,"","",839950,"",""
41686,Base Distribution,Task,"Story #41670: as anybody, I want an updated flow and neos website",New,Should have,"ask community to convert Christians ""Developing TYPO3 Neos Website"" to tutorial in ReST",Sebastian Kurfuerst,"",2012-10-08 03:30,"","","","","",0.00,0,2012-10-08 03:30,"","",840000,"",""
41687,Base Distribution,Task,"Story #41670: as anybody, I want an updated flow and neos website",New,Should have,"ask community to convert Sebastians ""Technical Overview to Neos"" to documentation in ReST",Sebastian Kurfuerst,"",2012-10-08 03:30,"","","","","",0.00,0,2012-10-08 03:30,"","",840050,"",""
41688,Base Distribution,Story,"",Closed,Should have,analyse log files from demo instance at T3CON and provide bug reports for that,Sebastian Kurfuerst,"",2013-01-29 09:38,"","","","","",0.00,0,2012-10-08 03:32,"","",1761650,"",""
41700,Base Distribution,Story,"",New,Should have,As a developer I want to have a reasonable test coverage for JavaScript,Rens Admiraal,"",2013-01-29 08:18,"","","","","",0.00,0,2012-10-08 05:01,"","",1760100,"",""
41701,Base Distribution,Story,"",New,Should have,As a content editor I want to have localization support ('single tree concept'),Rens Admiraal,"",2013-01-30 10:04,"",1.1,"","","",0.00,0,2012-10-08 05:01,"","",1757350,"",""
41702,Base Distribution,Story,"",New,Should have,As an integrator I want to configure read / write access to pages / sections,Rens Admiraal,"",2013-01-29 08:18,"","","","","",0.00,0,2012-10-08 05:01,"","",1760900,"",""
41703,Base Distribution,Story,"",New,Must have,Assign roles to users in user management,Rens Admiraal,Rens Admiraal,2013-01-30 08:43,Administration,1.0 beta 1,"","","",0.00,0,2012-10-08 05:02,"","",1760750,"","As an Administrator I want to assign roles to a user in the user management module.

The valid roles for the first version are:

* Administrator
* Content Editor"
41774,Base Distribution,Epic,"",Resolved,Must have,Thank you bug,Carsten Bleicker,Karsten Dambekalns,2012-12-17 14:37,General / Project,"",2012-10-09,"","",0.00,100,2012-10-09 06:40,"","",844150,"","A big ""*THANK YOU*"" because of the new TYPO3 Family members is missing.
Patch attached."
41775,Base Distribution,Task,"Story #41669: As team member, I want updated deployment working",Resolved,Should have,Disable sites.xml import on flow.typo3.org,Sebastian Kurfuerst,Sebastian Kurfuerst,2012-10-09 06:54,"",Sprint February 2013,"","",0.00,0.00,0,2012-10-09 06:54,"","",844200,0.00,""
41780,Base Distribution,Task,"Story #41669: As team member, I want updated deployment working",Resolved,Should have,deactivate flow3.typo3.org on robertlemke's servers,Sebastian Kurfuerst,Robert Lemke,2012-10-11 10:41,"",Sprint February 2013,"","",0.00,0.00,0,2012-10-09 08:53,"","",844450,0.00,""
41781,Base Distribution,Task,"Story #41669: As team member, I want updated deployment working",Accepted,Should have,set up integration.flow.typo3.org,Sebastian Kurfuerst,Karsten Dambekalns,2012-12-17 14:38,"",Sprint February 2013,"","","",0.00,90,2012-10-09 08:53,"","",844500,"",""
41782,Base Distribution,Task,"Story #41669: As team member, I want updated deployment working",Resolved,Should have,set up integration.neos.typo3.org,Sebastian Kurfuerst,Sebastian Kurfuerst,2012-10-09 09:19,"",Sprint February 2013,"","",0.00,0.00,0,2012-10-09 08:53,"","",844550,0.00,""
41787,Base Distribution,Task,"Story #41679: As developer, I want to use packagist.org for all packages",New,Should have,change git repositories on git.typo3.org (FLOW3 -> Flow; Neos Name),Sebastian Kurfuerst,"",2012-10-09 09:21,"","","","","",0.00,0,2012-10-09 09:21,"","",844800,"",""
41788,Base Distribution,Task,"Story #41669: As team member, I want updated deployment working",Resolved,Should have,create backend user accounts for neos.typo3.org,Sebastian Kurfuerst,Karsten Dambekalns,2012-10-31 04:00,"",Sprint February 2013,"","","",0.00,100,2012-10-09 09:26,"","",844850,"",""
41789,Base Distribution,Task,"Story #41669: As team member, I want updated deployment working",Resolved,Should have,create backend user accounts for flow.typo3.org,Sebastian Kurfuerst,Karsten Dambekalns,2012-10-31 03:59,"",Sprint February 2013,"","","",0.00,100,2012-10-09 09:26,"","",844900,"",""
41805,Base Distribution,Task,"Story #41669: As team member, I want updated deployment working",Accepted,Should have,adjust release process to Composer / create Neos release using release plugin etc,Sebastian Kurfuerst,Karsten Dambekalns,2013-01-29 10:56,"",Sprint February 2013,"","","",0.00,0,2012-10-09 13:10,"","",845700,"",""
41808,Base Distribution,Task,"",Rejected,Should have,Flow does not support Windows versions older than Windows Vista or Windows Server 2008 (Error #1312463704) ,Jean-Sébastien Gervais,"",2012-10-09 15:43,"","",2012-10-09,"","",0.00,0,2012-10-09 14:35,"","",845850,"",While trying to load up the setup page for a first install.  The message may be a bit misleading as I am working on a windows XP machine (virtualized) with under xampp 
41821,Base Distribution,Task,"Story #41670: as anybody, I want an updated flow and neos website",New,Should have,discuss how documentation can be improved,Sebastian Kurfuerst,Berit Hlubek,2012-10-11 05:37,"","","","","",0.00,0,2012-10-10 03:48,"","",846500,"",""
41838,Base Distribution,Task,"Story #41679: As developer, I want to use packagist.org for all packages",Accepted,Should have,document and update conventions for composer name and package keys,Sebastian Kurfuerst,Christian Jul Jensen,2012-10-10 08:33,"","","","","",0.00,0,2012-10-10 08:32,"","",847350,"","We want to go with the following conventions:
<code><pre>
TYPO3.Phoenix.ContentTypes ? typo3/phoenix-contenttypes
TYPO3.Queue ? typo3/queue
TYPO3.Queue.Redis ? typo3/queue-redis
</pre></code>"
41845,Base Distribution,Task,"Story #41670: as anybody, I want an updated flow and neos website",Needs Feedback,Should have,write chapter on Testing in flow.typo3.org guide (Christian Peters takes over this task),Sebastian Kurfuerst,Martin Muzatko,2012-11-05 10:35,"","","","","",0.00,0,2012-10-10 08:46,"","",847700,"",""
41849,Base Distribution,Task,"Story #41672: as developer, I want to make sure that CSS is cleanly encapsulated (i.e. site CSS does not change the UI css)",Resolved,Should have,Create normalize.css,Berit Hlubek,Berit Hlubek,2012-10-16 06:35,"","","","","",0.00,100,2012-10-10 13:53,"","",847900,"","This should contain ar least:
* <div> cleaning (no paddings, no margins, no borders on our own elements)
* <bod> cleaning (put base text-align, base font-family on our t3-ui-classes and important IDs)"
41850,Base Distribution,Story,"",New,Should have,As an integrator I would like to include default content styles from Neos,Berit Hlubek,"",2013-05-11 13:11,"","","","","",0.00,33,2012-10-10 14:06,"","",1761250,0.00,""
41851,Base Distribution,Task,Story #41850: As an integrator I would like to include default content styles from Neos,Closed,Should have,Include default content element styles automatically via TypoScript if the package is installed.,Berit Hlubek,Christian Müller,2013-05-11 13:11,"","","","","",0.00,0,2012-10-10 14:14,"","",847950,"",""
41852,Base Distribution,Task,Story #41850: As an integrator I would like to include default content styles from Neos,New,Should have,Add default content styles inside the content elements package.,Berit Hlubek,Berit Hlubek,2012-10-10 14:15,"","","","","",0.00,0,2012-10-10 14:15,"","",848000,"",""
41853,Base Distribution,Story,"",New,Should have,As an integrator I want an optimized setup,Berit Hlubek,"",2013-01-29 08:18,"","",2012-09-13,"","",0.00,80,2012-10-10 14:19,"","",1760050,0.00,""
41854,Base Distribution,Task,Story #41853: As an integrator I want an optimized setup,Resolved,Should have,Un-bootstrap-ify the setup and make it look like the backend,Berit Hlubek,Berit Hlubek,2012-10-21 04:36,"","","","","",0.00,100,2012-10-10 14:21,"","",848050,"",""
41855,Base Distribution,Task,Story #41853: As an integrator I want an optimized setup,New,Should have,Optimize the usability of the site creation wizard,Berit Hlubek,Berit Hlubek,2012-10-10 14:26,"","","","","",0.00,0,2012-10-10 14:26,"","",848100,"",Add an accordion with one element for the site import and one element for the new creation of a site.
41856,Base Distribution,Task,Story #41853: As an integrator I want an optimized setup,New,Should have,Require the needed graphic modules for the site import and show a warning if the modules are not found,Berit Hlubek,"",2012-10-10 14:28,"","","","","",0.00,0,2012-10-10 14:28,"","",848150,"",""
41857,Base Distribution,Task,Story #41853: As an integrator I want an optimized setup,Resolved,Should have,Add information about the password requirements within the user creation step,Berit Hlubek,Berit Hlubek,2012-10-21 05:35,"","","","","",0.00,100,2012-10-10 14:31,"","",848200,"",""
41858,Base Distribution,Story,"",New,Should have,As an integrator I want a complete feature set in TypoScript and EEL,Berit Hlubek,"",2013-07-19 08:53,"","","","","",0.00,65,2012-10-10 14:38,"","",1760400,0.00,""
41859,Base Distribution,Task,Story #41858: As an integrator I want a complete feature set in TypoScript and EEL,Accepted,Should have,"Create a standard library for common string, array and date functions in EEL",Berit Hlubek,Christopher Hlubek,2013-07-19 08:53,"","","","","",0.00,30,2012-10-10 14:39,"","",848250,"",""
41860,Base Distribution,Task,Story #41858: As an integrator I want a complete feature set in TypoScript and EEL,Resolved,Should have,Create a way to use static values/expressions in TypoScript paths,Berit Hlubek,Christopher Hlubek,2013-01-30 04:18,"","","","","",0.00,100,2012-10-10 14:41,"","",848300,"",For example something like a basic version of the old TEXT object.
41861,Base Distribution,Story,"",New,Should have,As any user I want a better usability of the backend UI,Berit Hlubek,"",2013-01-29 08:18,"","","","","",0.00,100,2012-10-10 15:01,"","",1761050,0.00,""
41862,Base Distribution,Task,Story #41861: As any user I want a better usability of the backend UI,Resolved,Should have,Change the logout button to a dropdown button also including a user settings link,Berit Hlubek,Christopher Hlubek,2012-10-30 14:35,"","","","","",0.00,100,2012-10-10 15:02,"","",848350,"",""
41871,Base Distribution,Task,"Story #41186: as a user, I want a clean listing of nodes inside management view",Closed,Should have,as a developer i want to easily edit domain objects with expose,Marc Neuhaus,Marc Neuhaus,2012-10-11 05:14,"",1.1,"","","",0.00,0,2012-10-11 05:06,"","",848800,"",""
41872,Base Distribution,Task,Story #41853: As an integrator I want an optimized setup,New,Should have,Detect if symlinks can be created,Rens Admiraal,"",2012-10-11 05:15,"","",2012-10-11,"","",0.00,0,2012-10-11 05:15,"","",848850,"","If symlinks can't be created a friendly error message should be shown.

This could be checked for example using ini_get('disable_functions') and / or actually creating a test symlink to check for windows policy"
41873,Base Distribution,Task,"Story #41107: As a user, I want a working demo site",Resolved,Should have,Fix the site:prune command,Rens Admiraal,"",2012-10-15 13:36,"","",2012-10-11,"","",0.00,100,2012-10-11 05:18,"","",848900,"",""
41875,Base Distribution,Task,"Story #41101: As user, I want a well-working content editing (Bugfix Story)",Resolved,Must have,"Updating Syncronization between Inspector, Content, Pagetree and Inspectree",Markus Goldbeck,Markus Goldbeck,2013-01-31 13:07,Content Editing,"","","","",0.00,100,2012-10-11 05:30,"","",849000,"",""
41876,Base Distribution,Task,"Story #41671: as developer, I want to make sure that jquery and ember is cleanly encapsulated and does not interfere with site JS",New,Should have,Make Neos UI work with Zurb Foundation (for example),Robert Lemke,"",2012-10-11 05:30,"","","","","",0.00,0,2012-10-11 05:30,"","",849050,"",""
41877,Base Distribution,Task,"Story #41670: as anybody, I want an updated flow and neos website",New,Should have,Explore: Find a way to include Neos / Flow news via RSS,Robert Lemke,"",2013-05-11 13:19,"","","","","",0.00,0,2012-10-11 05:39,"","",849100,"",""
41878,Base Distribution,Task,"Story #41103: As everybody, I want the new product name to be used inside Phoenix",New,Should have,extract package management to own package,Sebastian Kurfuerst,"",2012-10-11 05:42,"","","","","",0.00,0,2012-10-11 05:42,"","",849150,"",""
41879,Base Distribution,Story,"",New,Could have,extract user management to own package,Sebastian Kurfuerst,Rens Admiraal,2013-01-29 09:46,"","","","","",0.00,0,2012-10-11 05:42,"","",2954200,"","As developer, I want to use the Neos user-managmeent also for standalone Flow applications. Rens wanted to look at this."
41892,Base Distribution,Task,"Story #41107: As a user, I want a working demo site",New,Should have,Set up an environment for the demo site plus the domain name: neos.demo.typo3.org,Ben van 't Ende,Ben van 't Ende,2012-10-11 10:47,"","","","","",0.00,0,2012-10-11 10:46,"","",849800,"",""
41928,Base Distribution,Task,"",Resolved,Must have,"Comment is generated in source: <!-- TODO: add the page properties in a more clever way, and only when being in backend... -->",Henjo Hoeksma,Henjo Hoeksma,2012-12-17 14:36,Content Rendering,"",2012-10-12,"","",0.00,100,2012-10-12 10:05,"","",851450,"","The comment <!-- TODO: add the page properties in a more clever way, and only when being in backend... --> is default generated in the source code.

Environment: new template creation.

Location of problem: Packages/Application/TYPO3.Phoenix.ContentTypes/Resources/Private/Templates/TypoScriptObjects/PageTemplate.html"
41930,Base Distribution,Task,"",Resolved,Should have,An empty div is default inserted in the generated source code,Henjo Hoeksma,"",2012-12-17 14:35,Content Rendering,"",2012-10-12,"","",0.00,100,2012-10-12 10:11,"","",851550,"","Coming from: 
Packages/Application/TYPO3.Phoenix.ContentTypes/Resources/Private/Templates/TypoScriptObjects/PageTemplate.html

<pre>
<code class=""html"">
<t:contentElement node=""{node}"" page=""1"" />
</code>
</pre>"
41931,Base Distribution,Task,"",New,Should have,"TODO: add the page properties in a more clever way, and only when being in backend... ",Henjo Hoeksma,"",2012-10-12 10:23,Content Rendering,"",2012-10-12,"","",0.00,0,2012-10-12 10:23,"","",851600,"",See issue: #41928 for details.
41958,Base Distribution,Task,"Story #41101: As user, I want a well-working content editing (Bugfix Story)",Resolved,Should have,"Make the '@' usable in content editing (on a mac) by changing the ""search & navigate"" shortcut to another keyboard combination.",Berit Hlubek,Christopher Hlubek,2012-10-17 03:39,"","","","","",0.00,100,2012-10-13 14:02,"","",852950,"",""
41964,Base Distribution,Task,"",Closed,Should have,Phoenix in copyright source code header,Henjo Hoeksma,Henjo Hoeksma,2012-12-15 10:49,Content Rendering,"",2012-10-13,"","",0.00,0,2012-10-13 17:09,"","",853250,"",Phoenix in copyright source code header
41972,Base Distribution,Task,"Story #41101: As user, I want a well-working content editing (Bugfix Story)",Resolved,Must have,Support user workspace names with underscore,Christopher Hlubek,Christopher Hlubek,2012-10-17 04:35,"","","","","",0.00,100,2012-10-14 07:42,"","",853650,"",""
41973,Base Distribution,Task,"Story #41101: As user, I want a well-working content editing (Bugfix Story)",Accepted,Should have,Align button bars for editables on top of the editable border to prevent overlay issues with the content,Christopher Hlubek,Sebastian Kurfuerst,2012-10-17 02:53,"","","","","",0.00,0,2012-10-14 07:44,"","",853700,"",""
41977,Base Distribution,Task,"Story #41103: As everybody, I want the new product name to be used inside Phoenix",Resolved,Should have,Make name in setup configurable (TYPO3 Setup -> Neos Setup),Christopher Hlubek,Christopher Hlubek,2012-10-17 03:16,"","","","","",0.00,100,2012-10-14 08:28,"","",853900,"",""
41978,Base Distribution,Task,Story #41853: As an integrator I want an optimized setup,Resolved,Should have,Login after Logout does not work on first submit of the password,Christopher Hlubek,"",2013-01-22 05:48,"","","","","",0.00,100,2012-10-14 08:34,"","",853950,"",""
42014,Base Distribution,Task,Story #44957: Reliable clipboard and content element handles,Resolved,Must have,Cut and Paste is not working reliably ,Christopher Hlubek,"",2013-05-23 12:52,"",Sprint February 2013,"","","",0.00,100,2012-10-15 07:43,"","",855750,"",""
42038,Base Distribution,Task,"Story #41101: As user, I want a well-working content editing (Bugfix Story)",New,Must have,"Automatic save is not always in sync with content, content could be lost",Christopher Hlubek,"",2012-10-16 06:00,"","","","","",0.00,0,2012-10-16 06:00,"","",856850,"",""
42053,Base Distribution,Task,"Story #41101: As user, I want a well-working content editing (Bugfix Story)",Resolved,Should have,Disable selection features in preview mode,Christopher Hlubek,Christopher Hlubek,2012-10-17 11:06,"","","","","",0.00,0,2012-10-16 10:44,"","",857600,"",""
42203,Base Distribution,Task,Story #44921: Decide TypoScript and TYPO3CR Naming,Resolved,Should have,To discuss: naming of 'Section' in Neos,Rens Admiraal,Robert Lemke,2013-01-29 11:56,"",Sprint February 2013,2012-10-20,"",0.00,0.00,0,2012-10-19 19:31,"","",864900,0.00,In a meeting with developers there was a discussion about the naming of 'sections'. Multiple developers said this naming was confusing with the HTML5 tag 'sections' which have a different meaning. It was said that 'Content Area' could be a better name.
42205,Base Distribution,Task,"Story #41101: As user, I want a well-working content editing (Bugfix Story)",Resolved,Should have,"When you change a property in the inspector panel and press 'apply', the 'publish page' button does not become active",Rens Admiraal,Mattias Nilsson,2012-10-30 04:35,"","","","","",0.00,100,2012-10-19 19:43,"","",865000,"",""
42206,Base Distribution,Task,"Story #41101: As user, I want a well-working content editing (Bugfix Story)",New,Should have,When a content element is hidden based on hiddenBeforeDateTime / hiddenAfterDateTime the hidden CSS should also be applied (so the element should be transparent),Rens Admiraal,"",2012-10-19 19:44,"","","","","",0.00,0,2012-10-19 19:44,"","",865050,"",""
42208,Base Distribution,Task,"Story #41152: As a content editor, I want to use a page tree which fits into the overall UI",Resolved,Should have,"The pagetree should be hidden if you enable the preview mode (reproduce: open page tree, click the preview mode button)",Rens Admiraal,"",2013-01-09 13:36,"","","","","",0.00,100,2012-10-19 19:47,"","",865150,"",""
42209,Base Distribution,Task,Story #41853: As an integrator I want an optimized setup,Resolved,Should have,It should be explained what effect skipping steps has. For example explain an admin user has to be created by using CLI commands. Now the 'skip' button raises questions.,Rens Admiraal,Christopher Hlubek,2012-11-12 16:35,"","","","","",0.00,100,2012-10-19 19:49,"","",865200,"",""
42216,Base Distribution,Task,"Story #41101: As user, I want a well-working content editing (Bugfix Story)",New,Should have,Show at least some recognizable content of a node in the inspector panel. Now the header property is used which only works for headlines,Rens Admiraal,"",2012-10-20 06:19,"","","","","",0.00,0,2012-10-20 06:19,"","",865550,"",""
42220,Base Distribution,Task,"Story #41101: As user, I want a well-working content editing (Bugfix Story)",New,Should have,"""Uncaught ReferenceError: nextAnimation is not defined"" javascript error on load (demo package)",Rens Admiraal,"",2012-10-20 06:37,"","","","","",0.00,0,2012-10-20 06:37,"","",865750,"",""
42246,Base Distribution,Task,"Story #41672: as developer, I want to make sure that CSS is cleanly encapsulated (i.e. site CSS does not change the UI css)",New,Must have,Use same DOM hierarchy for logged in backend user and public and do not render content editing classes in public frontend,Christopher Hlubek,"",2012-10-21 10:42,"","","","","",0.00,0,2012-10-21 10:38,"","",867050,"","Basically the output has to be the same for a logged in user or a rendered page for every visitor. We should strive for the same DOM structure to prevent hard to find styling issues, because CSS could depend on the hierarchy.

A Section renders a @div@ around the content only if logged in. We need a configurable tag element for the Section (with attributes) and should always render it for consistency.
"
42248,Base Distribution,Task,Story #41850: As an integrator I would like to include default content styles from Neos,New,Must have,Move backend includes (JS and CSS) back to Neos package,Christopher Hlubek,"",2012-10-21 12:47,"","","","","",0.00,0,2012-10-21 11:33,"","",867150,"",Right now the header includes for content editing are in the page template of the content types package. It should be placed inside the Neos package (@TYPO3.TYPO3@). 
42670,Base Distribution,Task,"Story #41152: As a content editor, I want to use a page tree which fits into the overall UI",Resolved,Must have,creating two nodes depending on each other in a branch breaks the tree,Markus Goldbeck,Markus Goldbeck,2012-11-18 18:35,Content Editing,"","","","",0.00,100,2012-11-04 09:13,"","",887800,"",""
