#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assigned To,Updated,Category,Target version,Start date,Due date,Estimated time,Spent time,% Done,Created,Story points,Velocity based estimate,Position,Remaining (hours),Description
48328,Base Distribution,Task,Work Package #47023: Global user interface,Accepted,Should have,Rename JavaScript to new structure,Sebastian Kurfuerst,Aske Ertmann,2013-07-11 18:00,"",1.0 beta 1,2013-05-17,"","",0.00,14,2013-05-17 06:13,"","",1166250,0.00,"<pre>
======================
Rules
======================

* UpperCamelCase
* Handlebars in same folder and same name as file
* View do NOT leak into global scope (REMOVE T3.*)
* we do NOT use Ember Router and the related naming conventions for content module.
* Abstract classes -> AbstractXY in terms of naming

Referencing Helper Views
------------------------

Furthermore, if a view needs another view for working (f.e. from the `shared` namespace), we explicitely
load it as dependency and then make it a property of a view. Example:

    define(
        ['Shared/MyHelperView'],
        (MyHelperView) ->

            StuffView = E.View.extend {
                # in contrast to other properties of an object, we use
                # UpperCamelCase naming conventions here to show that we
                # reference another *class*, and not an *instance*
                MyHelperView: MyHelperView
            }
    )

Inside the Handlebars template of the view, we can then reference this view using:

    {{view view.MyHelperView}}

This way, we do not need to put helpers into any global namespace.


======================
NAMING
======================

Neos-built.js --> shoudl be in some ""DIST"" folder
ModuleBootstrap.js (for ...)
ContentModuleBootstrap.js (former contentmodule-main.js / Ember.Application)
Content/
	ContentModule.js (MAIN ENTRY POINT)
	PreviewMode.js
	WireframeMode.js

	LibraryExtensions?

		LinksAlohaPlugin/
		UiAlohaPlugin/
		CreateWidgets/
		HalloWidgets/

	Model/

		DocumentContext.js (singleton)
		NodeSelection.js (Singleton)
		PublishableNodes.js (Singleton)
		NodeActions (Singleton)

	InlineEditing/
		InlineEditing.js (former create.js)
		InlineEditingHandles.js
		AlohaLoader.js
		HalloLoader.js
		NewContentChooser.js?

	Components/
		AbstractPopoverButton.js
		AbstractButton.js
		AbstractToolbar.js
		AbstractToggleButton.js

	Menu/
		NodeTree
		ContextStructure

	Inspector/
		Inspector.js

		Editors/
			AbstractEditor?
			ImageEditor
			HtmlEditor
		Validation/
			...



Shared/
	Components/
		Navigate (is only the ""base container""; does NOT contain f.e. a tree)
		Menu
		ContextBar


	ResourceCache.js
	Ember/
		DictionaryObject.js


</pre>"
48329,Base Distribution,Task,Task #48328: Rename JavaScript to new structure,New,Should have,Remove leftover window.T3,Sebastian Kurfuerst,"",2013-07-11 18:00,"",1.0 beta 1,2013-05-17,"","",0.00,0,2013-05-17 06:13,"","",1166300,"",""
48333,Base Distribution,Task,Task #48328: Rename JavaScript to new structure,New,Should have,Clean up Content/Application and Content/ContentModule,Sebastian Kurfuerst,"",2013-07-11 18:01,"",1.0 beta 1,2013-05-17,"","",0.00,0,2013-05-17 07:14,"","",1166500,"",""
48334,Base Distribution,Task,Task #48328: Rename JavaScript to new structure,New,Should have,"(maybe) re-introduce ""development mode indicator"" in topToolbarTemplate",Sebastian Kurfuerst,"",2013-05-17 07:17,"","",2013-05-17,"","",0.00,0,2013-05-17 07:17,"","",1166550,"","<pre>
{{#view tagName=""li"" isVisibleBinding=""T3.ContentModule.showDevelopmentFeatures""}}
		<span style=""color:white"">!!! Development mode !!!</span>
	{{/view}}

</pre>"
48348,Base Distribution,Task,Work Package #47023: Global user interface,Resolved,Should have,Rename Styling to new structure,Aske Ertmann,"",2013-07-11 17:56,"",1.0 beta 1,2013-05-17,"","",0.00,100,2013-05-17 09:52,"","",1167250,"","In order to have a good structure of our styling we need to reorganize it

* move every scss source file to a Styles-folder inside Resources/Private
* keep bootstrap as solid base for responsive features and a big set of components
* use it as our own base and also adjust the original files for our needs
* use the bootstrap variables.scss as constant definition file
* have an own mixin file
* have a foundation folder inside Resources/Private/Styles
* use an own includes.scss where also the bootstrap files are included
* create files for the modules for specific styles
* create files for the components (i.e. inspector..)
* every class has to be prefixed with neos-
* keep lowercase-dashed file names which are as short as possible and use cascading instead of long-named classes
"
48352,Base Distribution,Task,Task #48328: Rename JavaScript to new structure,New,Should have,Aloha loading does not always work reliably,Sebastian Kurfuerst,"",2013-07-11 18:02,"",1.0 beta 1,2013-05-17,"","",0.00,0,2013-05-17 11:01,"","",1167450,"","Currently we have a timeout for 800 ms in order to make sure Aloha has loaded, which is very error prone."
48356,Base Distribution,Task,Task #48328: Rename JavaScript to new structure,Resolved,Should have,!!! Fix JS build,Sebastian Kurfuerst,"",2013-05-18 02:35,"","",2013-05-17,"","",0.00,100,2013-05-17 11:32,"","",1167650,"","in some cases, the UI does not show (no errors) when loading the built and minified version. We have to find out what's going on there.

*Remember to also re-enable the CI build!*"
48357,Base Distribution,Task,Task #48328: Rename JavaScript to new structure,New,Should have,get rid of  window.Ember,Sebastian Kurfuerst,Sebastian Kurfuerst,2013-05-17 11:35,"","",2013-05-17,"","",0.00,0,2013-05-17 11:35,"","",1167700,"",""
48358,Base Distribution,Task,Task #48328: Rename JavaScript to new structure,New,Should have,"get rid of window.plupload, window.Chosen, window.AbstractChosen etc, window.GENTICS",Sebastian Kurfuerst,Sebastian Kurfuerst,2013-05-17 11:36,"","",2013-05-17,"","",0.00,0,2013-05-17 11:36,"","",1167750,"",""
48365,Base Distribution,Task,Work Package #45217: [WIP][Assignee missing] External & internal link support,Resolved,Should have,Support editing basic external links with Aloha,Sebastian Kurfuerst,Sebastian Kurfuerst,2013-12-07 14:02,Content Editing,1.0 beta 1,2013-05-17,"","",0.00,100,2013-05-17 12:35,"","",1168100,"",""
48366,Base Distribution,Task,Work Package #45217: [WIP][Assignee missing] External & internal link support,Resolved,Should have,Support editing internal links with Aloha,Sebastian Kurfuerst,Bastian Waidelich,2013-10-24 16:35,"",1.0 beta 1,2013-05-17,"","",0.00,100,2013-05-17 12:36,"","",1168150,"",""
48367,Base Distribution,Work Package,"",New,Should have,[WIP] End-To-End Testing of Neos with Behat,Sebastian Kurfuerst,"",2013-09-12 08:04,"",1.0 beta 1,2013-05-16,"","",0.00,0,2013-05-17 12:37,"","",1168200,0.00,""
48368,Base Distribution,Task,Work Package #48367: [WIP] End-To-End Testing of Neos with Behat,Accepted,Should have,Behat tests for Page Tree,Sebastian Kurfuerst,Markus Goldbeck,2013-05-17 12:40,"","",2013-05-17,"","",0.00,0,2013-05-17 12:40,"","",1168250,"",""
48369,Base Distribution,Task,Work Package #45020: Content Editing Stability and Features,Closed,Could have,Allow to edit Tables with Aloha,Sebastian Kurfuerst,"",2014-11-02 12:22,"","",2013-05-17,"","",0.00,0,2013-05-17 12:46,"","",1168300,0.00,""
48415,Base Distribution,Task,"",Resolved,Should have,Make sure TS definitions are in the right package,Karsten Dambekalns,Karsten Dambekalns,2013-05-24 09:36,"",1.0 beta 1,2013-05-21,"","",0.00,100,2013-05-21 12:03,"","",1170600,"",Currently some TYPO3.TypoScript objects are defined in TYPO3.Neos or TYPO3.Neos.NodeTypes (the same applies to some other combinations).
48437,Base Distribution,Task,"",Rejected,Should have,"General configuration, templates",Aske Ertmann,Robert Lemke,2013-05-22 04:51,"","",2013-05-22,"","",0.00,0,2013-05-22 04:29,"","",1171700,"","We need to discuss how we want to make our default templates and which and how we want to make things configurable. We've already discussed and almost agreed on making things like the title, html tag, meta tags a TypoScript object. However we still need to make a concise plan for what should be configurable and how it should be configurable.

Currently I see three different ways to configure things:
* Global configuration in Settings.yaml (across sites)
* Site specific configuration via TypoScript
* Node specific configuration #48363

The other end of this is how and what we should provide in our default template. The goal is that the implementation shouldn't overwrite the template unless absolutely necessary to make version updating as easy as possible. Add to this we should provide a clean and simple, yet ready to use and up to date html5 implementation as the default (like html5boilerplate[1] and the like).

Possible discussions:
* Conditional html tags
* Title
* Meta tags
* Script tags
* Link tags (styles)
* Favicon

Suggested participants:
* Rens
* Aske
* Berit
* Sebastian
* Robert
* Others interested in this topic

[1] https://github.com/h5bp/html5-boilerplate/blob/master/index.html"
48479,Base Distribution,Task,Work Package #48275: TypoScript consistency,Resolved,Should have,make priorities in @position before/after consistent,Sebastian Kurfuerst,Sebastian Kurfuerst,2013-05-26 12:21,"",1.0 beta 1,2013-05-23,"","",0.00,100,2013-05-23 04:35,"","",1173800,"","Generally, when we use priorities in TypoScript @position, it always means:

""the higher the priority, the more certain you are that the desired outcome
happens"". F.e. if s.th. is positioned ""start 10000"" it means ""very certain
that it is positioned at the start""; for ""end 10000"" conversely, it means
""very certain that it is positioned at the end"". If we do not specify an
priority, that defaults to ""position $somewhere in this area with low
priority"", e.g. priority 0.

When sorting keys before and after each other using ""before [otherkey]""
and ""after [otherkey]"" respectively, we express that an element should
be ""somewhere before/after"" an element. The higher the priority, the
more close it should be towards the element. Before this change, it
was exactly the other way around which was counterintuitive.
"
48525,Base Distribution,Work Package,"",New,Should have,[WIP] TYPO3CR Scalability and consistence,Sebastian Kurfuerst,"",2013-07-15 11:04,"","",2013-05-25,"","",0.00,0,2013-05-25 06:00,"","",1176050,0.00,"h1. [WIP] TYPO3CR Scalability and consistence

* Target Audience: *everybody* who wants to store huge amounts of data in the CR.
* Responsible: TODO
* Implemented by: XY, YZ
* Amount: XY work days
* Version: TODO
* Planned Implementation Timeframe: X - Y

h2. Motivation

The TYPO3CR currently works well for small-to-medium websites, but some operations like moving of nodes are not implemented cleanly currently; and we are not sure yet whether
the current TYPO3CR architecture scales well.

h2. Goal

* Figure out how to adjust the TYPO3CR architecture to have a robust, scaleable solution
* possible directions: performance benchmark of TYPO3CR, prototype for PHPCR connector,
  using a graph database as backend

h2. Deliverables

[TODO: write bullet points for measurable deliverables; flag them as must have and can have]"
48526,Base Distribution,Task,Work Package #48525: [WIP] TYPO3CR Scalability and consistence,Accepted,Should have,evaluate use of graph databases as high-performance store,Sebastian Kurfuerst,Sebastian Kurfuerst,2013-05-27 00:54,Content Repository,"",2013-05-25,"","",0.00,0,2013-05-25 06:01,"","",1176100,"","I just had a few hours to spare and thought a little more about how a graph database could help us as a backend for TYPO3CR.

Specifically, I'd have OrientDB in mind, but the concept would work for most graph DBs.

Just check the attached PNG for the full concept."
48980,Base Distribution,Task,Task #48091: Inspector,Resolved,Should have,Parts of the Aloha Floating Menu should be integrated into the inspector,Sebastian Kurfuerst,Sebastian Kurfuerst,2013-07-02 08:36,Content Editing,1.0 beta 1,2013-06-10,"","",0.00,100,2013-06-10 03:19,"","",1198650,"",""
49014,Base Distribution,Task,Work Package #48275: TypoScript consistency,New,Should have,Detect prototype copying leading to a loop,Rens Admiraal,"",2013-10-03 14:30,"",1.0 beta 1,2013-06-11,"","",0.00,0,2013-06-11 02:50,"","",1200350,"","Code like:

<pre>
prototype(RobertLemke.Plugin.Blog:PostPlugin) < prototype(RobertLemke.Plugin.Blog:PostPlugin) {
	templatePath = 'resource://Radmiraal.RensadmiraalNl/Private/Templates/Plugins/RobertLemke.Plugin.Blog/TypoScript/Post.html'
}
</pre>

Now ends up in a loop causing the webserver to go into a time-out. This should be detected, and probably logged and ignored during rendering."
49385,Base Distribution,Work Package,"",Accepted,Must have,Release Flow 2.0 stable,Robert Lemke,Robert Lemke,2013-07-15 04:56,"",1.0 beta 1,2013-06-24,"","",38.00,100,2013-06-24 10:25,"","",1218850,"","h1. Release Flow 2.0 Stable

* Target Audience: *developers* who want to use Flow
* Responsible: Robert Lemke <robert (at) typo3 (dot) org>
* Implemented by: Karsten Dambekalns, Robert Lemke <robert (at) typo3 (dot) org>
* Amount: 6 work days
* Version: *must have* for Neos 1.0
* Planned Implementation Timeframe: week 25 to 26, 2013

h2. Motivation

The release of Flow 2.0 stable has been postponed for weeks now since nobody had the resources to dedicate himself for 2-3 days to tackle the remaining loose ends, create the 2.0 code release an publish the release notes. People are more and more asking for it, so it's high time to get 2.0 out of the door, especially considering that any Neos version will require Flow 2.1.

h2. Goal

Make the Flow 2.0 release happen and announce it on the Flow website / social media channels.

Go through pending patches, open critical bugs and prepare a tagged version for 2.0 stable. Rename the public git repositories (still containing FLOW3 in their name and path). Compile release notes. 

h2. Deliverables

* [MUST]
** reviewed pending patches and open critical bugs which are important for 2.0
** tagged version 2.0
** renamed git repositories (some still contain FLOW3 in their name)
** release notes
** announcement on typo3.org

* [SHOULD]
** upgraded flow.typo3.org to latest Neos (hasn't been upgraded since March)
"
49589,Base Distribution,Task,"",Resolved,Should have,Optimize global icon styles,Berit Hlubek,Aske Ertmann,2013-07-11 17:08,Global User Interface,"",2013-07-02,"","",0.00,100,2013-07-02 09:32,"","",1228950,"","At the moment we define a very global style for icon-classes:

<pre>
[class^=""icon-""], [class*="" icon-""] {
	background: none;
	-webkit-font-smoothing: antialiased;
	font-size: 14px;
}
</pre>

File: /Packages/Application/TYPO3.Neos/Resources/Private/Styles/_General.scss
Line: 35 - 39

As class names like icon-xxx are quite generic this will break individual icon styling for the websites.
We have to prefix all icon elements and correct those lines according to the prefixed class-names to prevent breaking user styles."
49595,Base Distribution,Task,"",New,Should have,Neos setup does not check for required php-gd module,Rens Admiraal,"",2013-07-02 10:27,"","",2013-07-02,"","",0.00,0,2013-07-02 10:27,"","",1229250,"","If you install Neos on a clean ubuntu machine and just install the minimum required packages / modules for Neos step 1 validates correctly. Finishing the setup will fail though, as the Imagine package (I think) has a dependency on php-gd so the last steps of the setup end up in a fatal error."
49943,Base Distribution,Work Package,"",Accepted,Should have,Security,Aske Ertmann,Andreas Förthner,2013-10-11 04:36,"",1.0 beta 1,2013-10-03,"","",0.00,100,2013-07-11 15:43,"","",1246200,0.00,"h1. Defining the TYPO3 Neos Security Policy

* Target Audience: everyone using Neos
* Responsible: Andreas Förthner, Helmut Hummel
* Implemented by: Andreas Förthner, Helmut Hummel
* Version: *must have* for 1.0

h2. Motivation

There are lots of vulnerabilities in the Neos backend currently. In order to provide a secure product and avoid security issues and thereby distrust from users, we need to invest time in securing it.

h2. Goal

In order to deliver a secure release we need to fix known security issues and tests if there are others.

h2. Deliverables

* Policy for restricting access to controller actions

h2. Not part of this work package:

* Content security for nodes (see #45010)
* Since editors have access to the html node type, we will not check any XSS, which can be introduced by editors"
49951,Base Distribution,Task,"",New,Should have,Node structure / layout,Aske Ertmann,"",2013-07-24 10:23,"",1.0 beta 1,2013-07-11,"","",0.00,0,2013-07-11 16:24,"","",1246600,"","We need a concept for node structure that works for documents and content. Currently we have a concept of childNodes which are automatically generated for content. Instead we should have concept of node structure that is used for both documents and content. Instead of using TypoScript to define the structure and create it during rendering, the structure should be configured in the node type to avoid a dependency on TypoScript and prevent modification of nodes during the rendering.

This would make it possible to provide certain layouts that matches your page templates / TypoScript. And then define templates based on the layout structure with a TypoScript case matcher.

Neos should provide some common structure names like main, header, footer etc. as a convention to allow easy switching between node types / layouts.

* Creation of node structure should not be done during rendering (currently done as a hack in @DefaultContentCollectionImplementation@)
* Adjustment of node structure needs to happen when creating a node, changing the node type or updating the layout property
* The layouts feature should be implemented outside the scope of TYPO3CR as a concern of Neos
* Layouts should be configured in the NodeTypes.yaml in an extensible way (e.g. prepend package key as in TypoScript to the  name)

This should separate structure from presentation, which is for database operations etc.

We need a way to select the default layout so it can just inherit from it's parents. In addition to that it would be very useful to set the default for all children. Like in gridelements for CMS, where the layout can be chosen for the current page and for the subpages."
49952,Base Distribution,Task,"",New,Should have,Folder node types,Aske Ertmann,"",2013-07-11 16:30,"",1.0 beta 1,2013-07-11,"","",0.00,0,2013-07-11 16:30,"","",1246650,"","As planned we need a concept for folder node types. These should be used to store other nodes and are hierarchical just like other nodes. However they do not have a presentation in the frontend, so they should not extend the document node. This split does however mean that we need to make sure that documents can be changed into folders as vice versa, regardless of this separation."
49954,Base Distribution,Task,"",New,Must have,If a user is logged out redirect to login screen after failed AJAX request,Aske Ertmann,"",2013-07-11 16:52,"",1.0 beta 1,2013-07-11,"","",0.00,0,2013-07-11 16:52,"","",1246750,"","Currently you either get an error or nothing when using the backend while logged out, instead it should redirect to the login page on a ajax request being redirected due to not being logged in"
49957,Base Distribution,Task,Task #48080: Breadcrumb,New,Should have,Selecting a parent element doesn't change the content breadcrumb,Aske Ertmann,"",2013-07-11 17:49,"",1.0 beta 1,2013-07-11,"","",0.00,0,2013-07-11 17:49,"","",1246900,"","When another element is selected via the menu the menu should not be updated, making it possible to select the previous element again. However when a new element is selected normally it should. It should be enough to check if the selected element is one of the values in the currently shown menu and if it is, don't update it, if not update it."
49958,Base Distribution,Task,"",New,Should have,Clicking the page reloads the inspector even if the page is already selected,Aske Ertmann,"",2013-07-11 18:05,"",1.0 beta 1,2013-07-12,"","",0.00,0,2013-07-11 18:05,"","",1246950,"",We should check that the selected node isn't already the one being selected and prevent a node selection change
49966,Base Distribution,Task,"",Resolved,Must have,Release notes for 1.0 alpha 5,Aske Ertmann,Aske Ertmann,2013-08-07 08:15,"",1.0 alpha 5,2013-07-12,"","",0.00,100,2013-07-12 05:29,"","",1247300,"","* ? Prepare release
** https://gist.github.com/kdambekalns/8113e1ece83ce09bed58
* ? Release notes
** http://docs.typo3.org/neos/TYPO3NeosDocumentation/Appendixes/ChangeLogs/100-alpha4.html
* ? Add notes on how to update from alpha 4 to alpha 5
* ? Add notes about clearing cache after using composer update
* ? Update neos.typo3.org
** ? Frontpage
** ? Download page
** ? Footer
* ? Write news.typo3.org article
** http://typo3.org/news/article/typo3-neos-alpha-4-released/
* ? Write to TYPO3 Neos mailing list <neos@lists.typo3.org>
* ? Share on Google+/Twitter"
49977,Base Distribution,Task,"",Resolved,Could have,Avoid using header tags in Neos backend,Aske Ertmann,Aske Ertmann,2013-08-01 10:44,"",1.0 alpha 5,2013-07-12,"","",0.00,100,2013-07-12 08:53,"","",1247850,"","We should avoid using header tags like h1, h2, h3, h4, h5, h6 in our backend since they usually have specific styling and the semantic meaning doesn't make much sense in the backend anyway (JS part)"
49999,Base Distribution,Task,"",Resolved,Must have,Update alpha version number on demo site,Aske Ertmann,Aske Ertmann,2013-07-16 05:02,"",1.0 alpha 5,2013-07-13,"","",0.00,100,2013-07-13 07:57,"","",1248950,"",""
50191,Base Distribution,Story,"",Accepted,Should have,As an integrator I want an extensible way of including JavaScript and CSS,Christopher Hlubek,Christopher Hlubek,2013-10-02 11:36,"",1.0 beta 1,2013-07-19,"","",0.00,100,2013-07-19 08:57,"","",2956300,0.00,"In order to include custom CSS / JavaScript for different media and browsers in a flexible way
As a site integrator
I need TypoScript objects and default paths for including CSS and JavaScripts with all necessary options"
50192,Base Distribution,Task,Story #50191: As an integrator I want an extensible way of including JavaScript and CSS,Resolved,Should have,TypoScript: Create tag-based object,Christopher Hlubek,Christopher Hlubek,2013-10-02 11:36,Content Rendering,1.0 beta 1,2013-07-19,"","",0.00,100,2013-07-19 09:14,"","",1258300,"","There should be a TypoScript object that makes it easy to render all kinds of tag based output and to manipulate attributes in a safe and extensible way.

*Example:*

<pre>

// Default configuration
page.bodyTag = Tag {
    tagName = 'body'
    omitClosingTag = TRUE
}

// Extension in custom site package
page.bodyTag {
    attributes {
        class = 'landing-page'
        id = 'product-a'
    }
}
</pre>

Idea for CSS classes:

- Use (new) processors on @class@ Attribute: @class.@processors.myClass = ${String.append('my-class')}@
- Maybe add special support for @classes@ attribute that allows whitespaced concatenation using some kind of @Array@ (e.g. @ classes.myClass =""my-class""@)"
50384,Base Distribution,Task,"",Resolved,Must have,TypoScript page rendering restructuring,Aske Ertmann,Christian Müller,2013-10-15 09:36,"",1.0 alpha 6,2013-07-24,"","",0.00,100,2013-07-24 08:59,"","",1267750,"","To have a more generic and extensible way of rendering documents (pages) in Neos we should restructure the TypoScript to follow the nature of the html tags being outputted

Example:
<pre>
page = Tag
page.tagName = html
page.head = Tag
page.head.content = Array
page.head.content.stylesheets = Array
page.head.content.stylesheets.main = LinkTag
page.head.content.stylesheets.main.tagName = link
page.head.content.stylesheets.main.rel = stylesheet
page.head.content.stylesheets.main.attributes.src = main.css
page.head.content.scripts = Array
page.body = Tag
page.body.attributes.class = RawArray
page.body.attributes.class.neos = neos
page.body.attributes.class.customClass = custom-class
page.body.content = Template
</pre>"
50385,Base Distribution,Task,"",New,Must have,Folder node types,Aske Ertmann,"",2013-07-24 09:01,"",1.0 beta 1,2013-07-24,"","",0.00,0,2013-07-24 09:01,"","",1267800,"",For storing non-document node types and re-used nodes we need to implement a concept for folder nodes
50611,Base Distribution,Task,"",Resolved,Should have,Support adding class attribute to editable tags,Aske Ertmann,Aske Ertmann,2013-08-02 08:56,Content Editing,1.0 alpha 5,2013-07-31,"","",0.00,100,2013-07-31 17:17,"","",1279050,"",""
50834,Base Distribution,Task,"",Resolved,Must have,Remove versions from composer manifests,Karsten Dambekalns,Karsten Dambekalns,2013-08-06 12:14,"","",2013-08-06,"","",0.00,100,2013-08-06 10:53,"","",1290050,"",""
50835,Base Distribution,Task,"",Resolved,Must have,Add license information to composer manifests,Aske Ertmann,Aske Ertmann,2013-08-26 05:49,"","",2013-08-06,"","",0.00,100,2013-08-06 11:32,"","",1290100,"",""
51343,Base Distribution,Task,"",New,Should have,Add reasonable test coverage for PluginImplementation,Rens Admiraal,"",2013-08-26 05:50,"","",2013-08-26,"","",0.00,0,2013-08-26 05:50,"","",1315200,"",Currently we're lacking tests for the PluginImplementation. This class should be fully tested.
51927,Base Distribution,Task,"",Accepted,Must have,Node type structure,Aske Ertmann,"",2013-09-11 16:11,Content Repository,1.0 beta 1,2013-09-11,"","",0.00,0,2013-09-11 16:03,"","",1344200,"","Currently the node structure is created during runtime depending on the TypoScript rendering, this has several drawbacks and to fix this there's a need for a specified structure as part of the node type configuration. There is already a simple concept for this called childNodes used for the content node types, but this should be improved and streamlined for all node types.

Proposal: Add a structure configuration to node types defining the substructure of the node type. This includes different paths with configuration for the type of child node along with other things like allowed child node types, disallowed child node types, maximum child nodes and default child nodes. Additionally there should be added allowed child node types and disallowed child node types options for the whole node type to limit creation of immediate children for certain node types. The creation of collections during runtime should be removed to ensure the content repository handles it on creation/modification instead.

For Neos 1.0 we need the structure as well as the type and maybe the possibility to set some overriding properties for these. Rest is nice to have.

<pre>
?Acme.Blog:Post':
  superTypes: ['TYPO3.Neos:Page']
  allowedChildNodeTypes: [?TYPO3.Neos.NodeTypes:Content?]
  disallowedChildNodeTypes: [ ?TYPO3.Neos:Document? ]
  properties: []
  structure:
      teaser:
        type: ?Acme.Blog:Teaser?
        properties:
          title: ?Overwrite default title?
      main:
        type: collection
        allowedChildNodeTypes: [?TYPO3.Neos.NodeTypes:Content?]
        disallowedChildNodeTypes: [?Acme.Blog:Post?, ?Acme.Blog:Comment?]
        maximumChildNodes: 5
        defaultChildNodes:
           -
              type: ?TYPO3.Neos.NodeTypes:Text?
              properties:
                 text: ?Some cool text here?
      comments:
        type: collection
        allowedChildNodeTypes: [?Acme.Blog:Comment?]
</pre>"
52020,Base Distribution,Task,"",Accepted,Should have,clean up Node Structure between TYPO3 Neos and TYPO3.Neos.NodeTypes,Sebastian Kurfuerst,Sebastian Kurfuerst,2013-09-16 02:47,Content Repository,1.0 beta 1,2013-09-16,"","",0.00,0,2013-09-16 02:47,"","",1348850,"","As discussed on 11.09. with the team, we found that some node types resided in TYPO3.Neos.NodeTypes, and others in TYPO3.Neos -- making it hard to understand for the implementor.

During the meeting, we came up with the following rules:

* TYPO3.Neos should work without TYPO3.Neos.NodeTypes
* all node types which TYPO3.Neos depend on (i.e. which are hardcoded in the source code somewhere) should be in TYPO3.Neos, all others in TYPO3.Neos.NodeTypes.
* All node types in TYPO3.Neos should be either *abstract* (meant to be extended) or *final* (not allowed to be extended). This means the average user does not have to deal with these node types.

As a result, this means the following node-type-changes:

* Page is migrated from TYPO3.Neos to TYPO3.Neos.NodeTypes
* Plugin is marked *abstract*, but stays in Neos
* Shortcut is moved to Neos.NodeTypes
* ContentCollection is marked final"
52053,Base Distribution,Task,"",New,Should have,Deleting Home page leaves backend inaccessible ,Nikos Poaros,"",2013-09-16 18:08,Content Editing,"",2013-09-17,"","",0.00,0,2013-09-16 18:08,"","",1350500,"","I have noticed a bug/problem when ""home"" page is deleted.

I had a simple Node/Page set up like this

Home
Who We Are
Appointments
Useful Stuff

I then created a couple of pages under Home and ended up with the following:

Home
    New Page
        New Page
Who We Are
Appointments
Useful Stuff

I hadn't meant to create the two New Pages under each other as I was after this:

Home
    Some New Page
    Another New Page
Who We Are
Appointments
Useful Stuff

So I deleted the New Page. Got the dialogue to check that I wanted to delete and went ahead. Nothing seemed to happen (still in page tree) so tried again. Again nothing. (Apparently I was to quick hitting the deletes) 

I then tried to go to workspaces but got this error:
  ""Page Not Found Sorry, the page you requested was not found""

Then tried to log in again to back end and also after I  shut down everything restarted cache and tried to log in to back end but got this:
    ""An error occurred while trying to call TYPO3\Neos\Controller\Frontend\NodeController->showAction(). Error for node: Could not convert array to Node object because the node ""/sites/myDemoSite/Home"" does not exist.

However when I just connected to front end site seemed OK.

I had a look in the database (nodedata) and found that in fact there were 2 ""Home"" nodes of type Typo3.Neos:Pages
One marked as removed in what must have been a draft non published workspace. Once I deleted this everything worked again but back to my original flat layout.

So then I tried the following with all but one page Published.
Home
    Some New Page
    New Page (not published)
Who We Are
Appointments
Useful Stuff

I then purposefully deleted the Home Node/Page. Got the same behaviour as above. but when I looked in the database it looked as if

""Home"" was duplicated and marked as deleted. ""New Page"" was marked as deleted but ""Some New Page"" did not exist.

Anyway it seemsto be a problem when you delete the sites homepage on purpose or not

I hope my explanation isn't too long winded!

Kind regards

Nick "
52151,Base Distribution,Work Package,"",Accepted,Should have,Ember based  Navigation component,Rens Admiraal,Rens Admiraal,2013-12-14 10:48,"","",2013-09-20,"","",0.00,0,2013-09-20 08:47,"","",1355350,"","h1. Ember based Navigation component

* Target Audience: all users of Neos
* Responsible: ""Rens Admiraal (click to contact)"":http://forge.typo3.org/users/3198
* Implemented by: Rens Admiraal, Henjo Hoeksma
* Amount: 10 work days
* Version: *could have* for 1.0
* Planned Implementation Timeframe: September till October

h2. Motivation

The current page tree in Neos does do it's job, but for having a solid API and to make sure maintenance will be doable we need an ember based component

h2. Goal

The navigation component should be an extensible tree which could become Neos API and is usable for different types of nodes, like pages, news messages or any other kind of nodes. Depending on the node type it should be possible to do grouping in the tree (like 'group all news by year / month)

h2. Deliverables

* Create a tree implementation for Neos based on Ember
* Inline editing in the tree
* Drag & Drop support
* Easy node type switching
* Grouping on 1 level based on node properties
* *could have* Grouping over multiple levels
* Keyboard support
* Documentation of the feature, and documentation for other developers using / extending Neos
"
52154,Base Distribution,Work Package,"",Accepted,Should have,Neos UI stability and extensibility,Rens Admiraal,Rens Admiraal,2013-12-14 10:33,"","",2013-09-20,"","",0.00,100,2013-09-20 09:11,"","",1355500,"","h1. Neos UI stability and extensibility

* Target Audience: users of Neos and developers using Neos
* Responsible: ""Rens Admiraal (click to contact)"":http://forge.typo3.org/users/3198
* Implemented by: Rens Admiraal, Henjo Hoeksma
* Amount: 10 work days
* Version: *could have* for 1.0
* Planned Implementation Timeframe: September till December

h2. Motivation

Neos should be more extensible in the long run, like for example add the possibility to load extra javascript components.

h2. Goal

Add a first conditional loading based on simple feature switches so we, as Neos team, can define that certain features are not fully stable yet, but can be enabled by setting a feature switch. Besides that it will make it possible to load other assets, but this will not be public API on first release as it's not defined well enough how this should work. But at least it should enable us to start building features like for example localization in 3rd party packages which can be merged into master later on.

h2. Deliverables

* A configurable loading process enabling the loading of sources from 3rd party packages
* Add feature switches
* Fix stability issues found along the way
"
52175,Base Distribution,Task,"",Resolved,Should have,Prepend neos CSS with neos-,Rens Admiraal,Rens Admiraal,2013-09-23 06:36,"","",2013-09-22,"","",0.00,100,2013-09-22 10:36,"","",1356550,"",As our current 'foundation' of the CSS is based on bootstrap we will (and do) have lots of issues with bootstrap upgrades and Neos backend CSS stability. To work around this we rename all our CSS classes and prepend them with neos-
